Team,Year,Win/Loss,Home/Away,Date,Opponent,SP,Kills,Errors,Attack Attempts,Hitting percentage,Assists,Service Aces,Service errors,Reception Errors,Digs,Block solo,Block assists,Blocking errors,Total Blocks,BHE,,,,,
Wayne St.,2017,0,1,Oct 28 ,WINONA STATE  ,4 ,51 ,19 ,158 ,.203 ,47 ,6 ,5 ,4 ,75 ,2 ,10 ,1 ,7.0 ,0 ,,,,,
Wayne St.,2017,1,0,Oct 31 ,at Augustana (SD)  ,4 ,51 ,22 ,150 ,.193 ,51 ,4 ,7 ,2 ,79 ,0 ,18 ,1 ,9.0 ,2 ,,,,,
Wayne St.,2017,1,0,Nov 03 ,at Bemidji State  ,3 ,39 ,12 ,108 ,.250 ,33 ,6 ,7 ,0 ,49 ,2 ,8 ,1 ,6.0 ,0 ,,,,,
Wayne St.,2017,1,0,Nov 04 ,at Minnesota Crookston  ,3 ,43 ,5 ,103 ,.369 ,37 ,4 ,4 ,3 ,51 ,3 ,8 ,0 ,7.0 ,0 ,,,,,
Wayne St.,2017,1,1,Nov 10 ,ST. CLOUD STATE  ,3 ,36 ,13 ,118 ,.195 ,35 ,4 ,4 ,1 ,58 ,0 ,8 ,0 ,4.0 ,1 ,,,,,
Wayne St.,2017,0,1,Nov 11 ,MINNESOTA DULUTH  ,5 ,53 ,19 ,172 ,.198 ,50 ,7 ,7 ,4 ,65 ,2 ,14 ,3 ,9.0 ,1 ,,,,,
Wayne St.,2017,0,0,Nov 15 ,at Concordia-St. Paul  ,5 ,50 ,16 ,154 ,.221 ,50 ,4 ,6 ,7 ,79 ,3 ,18 ,4 ,12.0 ,1 ,,,,,
Winona St.,2019,0,0,9/20,at St. Cloud St.,4,55,19.00,152.00,0.237,45,4,9,3,61,3,10,3,8,2,,,,,
Winona St.,2019,0,0,9/21,at Minn. Duluth,3,29,12.00,98.00,0.173,28,2,3,6,30,2,6,0,5,2,,,,,
Winona St.,2019,1,1,9/27,Bemidji St.,4,60,28.00,148.00,0.216,52,7,2,3,65,0,20,1,10,0,,,,,
Winona St.,2019,1,1,9/28,Minn.-Crookston,3,48,15.00,122.00,0.270,43,5,2,1,74,1,6,1,4,0,,,,,
Winona St.,2019,1,0,10/4,at Sioux Falls,3,45,11.00,124.00,0.274,40,5,2,4,44,4,12,3,10,1,,,,,
Winona St.,2019,1,0,10/5,at Southwest Minn. St.,3,46,12.00,106.00,0.321,43,3,6,2,43,1,12,0,7,0,,,,,
Winona St.,2019,0,1,10/11,Wayne St. (NE),4,54,30.00,150.00,0.160,54,3,6,5,64,0,10,1,5,0,,,,,
Winona St.,2019,1,1,10/12,Augustana (SD),5,71,24.00,163.00,0.288,67,3,6,13,86,1,14,0,8,0,,,,,
Winona St.,2019,1,1,10/15,Concordia-St. Paul,4,61,17.00,139.00,0.317,55,4,7,9,58,3,10,4,8,0,,,,,
Winona St.,2019,0,0,10/18,at Northern St.,3,37,13.00,119.00,0.202,33,6,4,5,51,1,8,0,5,0,,,,,
Winona St.,2019,1,0,10/19,at MSU Moorhead,3,48,9.00,88.00,0.443,45,9,9,1,45,1,16,0,9,0,,,,,
Winona St.,2019,1,1,10/25,Mary,3,36,8.00,86.00,0.326,34,8,5,1,47,2,4,3,4,0,,,,,
Winona St.,2019,1,1,10/26,Minot St.,4,65,10.00,140.00,0.393,57,7,9,5,76,4,14,5,11,0,,,,,
Winona St.,2019,0,0,10/31,at Upper Iowa,3,45,15.00,116.00,0.259,44,6,6,9,45,1,4,2,3,0,,,,,
Winona St.,2019,1,1,11/2,Minnesota St.,4,62,22.00,152.00,0.263,59,6,11,5,70,5,10,0,10,0,,,,,
Winona St.,2019,0,0,11/5,at Concordia-St. Paul,4,52,18.00,148.00,0.230,50,4,9,5,64,2,14,2,9,1,,,,,
Winona St.,2019,1,0,11/8,at Bemidji St.,3,46,14.00,102.00,0.314,43,3,4,3,41,7,4,0,9,1,,,,,
Winona St.,2019,1,0,11/9,at Minn.-Crookston,3,42,18.00,127.00,0.189,40,7,5,2,65,1,8,0,5,0,,,,,
Winona St.,2019,0,1,11/15,St. Cloud St.,4,53,27.00,153.00,0.170,50,8,10,4,70,1,12,1,7,0,,,,,
Winona St.,2019,1,1,11/16,Minn. Duluth,3,42,11.00,86.00,0.360,39,4,6,0,32,7,16,1,15,0,,,,,
Winona St.,2019,0,0,11/22,vs Concordia-St. Paul,5,48,24.00,158.00,0.152,45,10,4,10,69,5,10,1,10,5,,,,,
Winona St.,2018,0,1,9/6,Minnesota State,5,63,23.00,152.00,0.263,60,4,10,8,60,4,8,1,8,0,,,,,
Winona St.,2018,0,1,9/8,at Concordia-St. Paul,3,40,18.00,123.00,0.179,37,0,5,4,57,1,10,1,6,0,,,,,
Winona St.,2018,0,1,9/11,Upper Iowa,4,42,30.00,158.00,0.076,41,5,6,3,73,2,12,1,8,0,,,,,
Winona St.,2018,1,0,9/14,at Southwest Minnesota,3,31,13.00,84.00,0.214,27,5,4,2,28,1,10,1,6,0,,,,,
Winona St.,2018,0,0,9/15,at Sioux Falls,3,43,18.00,120.00,0.208,42,8,3,3,54,1,14,2,8,2,,,,,
Winona St.,2018,1,1,9/21,Augustana,4,56,25.00,159.00,0.195,55,2,11,3,74,2,20,0,12,0,,,,,
Winona St.,2018,1,1,9/22,Wayne State,4,57,34.00,184.00,0.125,54,5,10,4,98,3,20,1,13,0,,,,,
Winona St.,2018,1,0,9/28,at Minot State,4,60,11.00,163.00,0.301,54,7,5,5,70,6,10,1,11,0,,,,,
Winona St.,2018,1,0,9/29,at University of Mary,3,46,9.00,99.00,0.374,44,1,6,6,41,2,8,1,6,0,,,,,
Winona St.,2018,1,1,10/5,MSU Moorhead,4,62,26.00,157.00,0.229,59,2,7,3,74,4,4,0,6,0,,,,,
Winona St.,2018,0,1,10/6,Northern State,5,68,19.00,184.00,0.266,62,8,6,7,80,2,8,4,6,0,,,,,
Winona St.,2018,0,0,10/9,at Upper Iowa,3,33,21.00,127.00,0.094,31,1,7,2,52,2,8,2,6,1,,,,,
Winona St.,2018,0,0,10/12,at Minnesota Duluth,3,23,16.00,101.00,0.069,21,0,2,4,40,0,12,1,6,1,,,,,
Winona St.,2018,0,0,10/13,at St. Cloud State,3,39,10.00,131.00,0.221,37,1,6,6,62,1,4,1,3,3,,,,,
Winona St.,2018,1,1,10/19,Minnesota Crookston,3,43,18.00,105.00,0.238,39,5,6,2,42,0,0,1,0,0,,,,,
Winona St.,2018,1,1,10/20,Bemidji State,3,45,14.00,116.00,0.267,44,6,5,5,61,0,10,0,5,0,,,,,
Winona St.,2018,1,0,10/26,at Wayne State (Neb.),3,48,21.00,139.00,0.194,47,5,6,2,66,2,14,2,9,1,,,,,
Winona St.,2018,1,0,10/27,at Augustana (SD),4,56,23.00,158.00,0.209,54,8,9,6,83,2,14,2,9,0,,,,,
Winona St.,2018,0,1,11/2,Sioux Falls,5,58,33.00,192.00,0.130,55,4,4,8,73,1,20,3,11,0,,,,,
Winona St.,2018,0,1,11/3,Southwest Minnesota,4,57,24.00,149.00,0.221,55,2,6,5,64,3,12,2,9,0,,,,,
Winona St.,2017,1,0,9/14,at Minnesota State,3,44,19.00,116.00,0.216,41,9,2,7,54,3,4,1,5,0,,,,,
Winona St.,2017,0,1,9/16,Concordia-St. Paul,4,61,20.00,152.00,0.270,58,9,6,5,52,1,2,3,2,2,,,,,
Winona St.,2017,1,0,9/19,at Upper Iowa,4,57,25.00,176.00,0.182,55,5,4,3,93,1,8,0,5,1,,,,,
Winona St.,2017,0,1,9/22,Northern State,4,61,25.00,159.00,0.226,59,5,4,8,64,1,0,4,1,0,,,,,
Winona St.,2017,1,1,9/23,MSU Moorhead,3,60,15.00,119.00,0.378,57,2,6,1,53,0,8,1,4,0,,,,,
Winona St.,2017,1,0,9/29,at University of Mary,3,48,11.00,121.00,0.306,44,6,4,1,57,2,10,0,7,4,,,,,
Winona St.,2017,1,0,9/30,at Minot State,3,48,15.00,100.00,0.330,43,9,4,0,41,1,0,1,1,0,,,,,
Winona St.,2017,1,0,10/6,at Minnesota Crookston,3,51,14.00,122.00,0.303,46,7,9,4,61,0,4,0,2,0,,,,,
Winona St.,2017,1,0,10/7,at Bemidji State,3,39,20.00,103.00,0.184,34,5,5,4,52,2,8,0,6,2,,,,,
Winona St.,2017,0,1,10/13,Minnesota Duluth,5,63,17.00,173.00,0.266,56,5,7,6,66,0,14,0,7,0,,,,,
Winona St.,2017,1,1,10/14,St. Cloud State,3,41,10.00,103.00,0.301,40,4,8,5,56,2,12,2,8,0,,,,,
Winona St.,2017,0,1,10/20,Southwest Minnesota,5,68,20.00,188.00,0.255,65,5,6,9,87,1,8,1,5,0,,,,,
Winona St.,2017,0,1,10/21,Sioux Falls,4,49,24.00,147.00,0.170,47,7,3,8,67,3,16,1,11,4,,,,,
Winona St.,2017,1,0,10/27,at Augustana,3,43,11.00,117.00,0.274,41,3,4,2,62,0,10,1,5,2,,,,,
Winona St.,2017,1,0,10/28,at Wayne State (Neb.),4,69,21.00,176.00,0.273,62,4,8,6,79,2,8,2,6,0,,,,,
Winona St.,2017,1,1,10/31,Upper Iowa,5,81,31.00,221.00,0.226,78,5,13,5,106,2,6,0,5,0,,,,,
Winona St.,2017,1,1,11/3,Minot State,3,48,4.00,74.00,0.595,41,8,6,1,42,2,8,1,6,0,,,,,
Winona St.,2017,1,1,11/4,University of Mary,3,43,9.00,85.00,0.400,40,5,4,3,42,0,14,1,7,0,,,,,
Winona St.,2017,1,0,11/10,at MSU Moorhead,3,55,11.00,109.00,0.404,52,3,3,1,55,0,4,0,2,0,,,,,
Winona St.,2017,1,0,11/11,at Northern State,3,47,16.00,117.00,0.265,41,7,3,2,44,0,10,0,5,0,,,,,
Winona St.,2017,0,0,11/15,at Minnesota Duluth,5,69,25.00,166.00,0.265,67,2,8,7,63,2,12,5,8,2,,,,,
